2	46.65	7.9	658	36.4	53.8	36.6	26	30.1
3	48.3	6.75	535	35.7	57.6	35.6	25.8	29.7
4	25.6	5.45	214	34.4	63.7	33.8	25.7	29.7
5	37.65	4.25	299	33.8	61.8	34	25.6	29.5
6	24.3	3.75	189	34	66.1	34.8	25.5	29.4
7	14.9	1.4	98	33	67.8	33.4	25.4	29.2
8	8.45	1	54	31.4	73.8	32.4	25.2	28.9
9	5	-0.55	15	30.5	76.7	30.4	24.9	28.7
10	2.4	-2.2	0	29.7	78.3	30.3	24.8	28.5
11	1	-2.35	0	28.7	81.7	28.9	24.6	28.1
12	1.45	-1.95	0	28	84.7	28.6	24.3	27.9
13	2.05	-1.65	0	27.5	87.3	28.2	24.2	27.7
14	0.05	-1.5	0	27.1	88.4	27.5	24	27.4
15	0.85	-1.65	0	26.9	88.2	27.5	23.8	27.2
16	0.65	-1.5	0	26.5	87.9	27.1	23.6	27
17	0.95	-1.15	6	26.4	88.8	27	23.5	26.8
18	0.25	-1.65	0	26.3	89.4	26.8	23.4	26.6
19	4.1	-1.5	0	25.9	89.9	26.6	23.3	26.4
20	2.1	-1.5	0	25.7	89.9	26.4	23.2	26.4
21	0	-1.55	0	25.6	90.4	26.1	23.1	26.2
22	0	-1.85	9	25.3	91.5	25.9	23	26.1
23	0.25	-0.45	0	25.2	91.9	26	22.9	26
24	0.15	-1.6	0	25.1	92	27	22.8	25.9
25	0.2	-1.25	0	25.1	91.8	26.3	22.8	25.8
26	0.05	-1.65	0	25	92	25.3	22.7	25.7
27	6.35	-0.7	0	24.9	92.1	25.6	22.7	25.6
28	0.35	-1.9	0	25	92.2	25.7	22.6	25.5
29	0	-2.35	0	25.1	91.8	26	22.6	25.5
30	0.25	0.05	16	25.5	92	26.7	22.6	25.4
31	0	3.2	60	26	91.5	27	22.6	25.4
32	2.4	7.6	111	26.7	89.8	27.5	22.6	25.5
33	1.75	6	118	27.4	88	27.9	22.7	25.4
34	2.55	8.9	149	27.8	87	28.8	22.7	25.5
35	6.85	9.6	236	28.6	83.6	29.6	22.8	25.6
36	23.1	10.4	446	31.6	75.5	34.5	23	25.9
37	30.7	11	762	32.7	73.2	36	23.3	26.1
38	55.45	9.3	950	33.3	67.6	35.1	23.5	26.4
39	45.05	3.55	697	35.4	66.1	39	24	26.9
40	34.2	10.45	445	33.8	67	34.5	24.2	27.1
41	57.45	8.6	805	35.2	64.6	37.4	24.4	27.4
42	77.05	4	1383	37.9	58.1	41.1	24.9	28
43	34.7	8.4	437	34.8	64.8	36.5	25.1	28.4
44	53.35	7.55	808	35.8	61.3	37.3	25.2	28.6
45	37.8	8.25	430	35.7	61.5	38.5	25.4	28.8
46	56.05	3.8	1222	38.7	55.3	42.7	25.6	29.1
47	57.6	4.9	980	38.8	54.4	41.1	25.7	29.4
48	31.05	3.95	303	36.9	60.3	38.6	25.8	29.5
49	55.95	3.7	848	38.4	56.5	43.4	25.8	29.6
50	46.4	3.25	712	39.1	50.6	44.4	25.8	29.7
51	51.1	3.6	628	37.7	51.6	42.7	25.7	29.8
52	29.05	3.45	419	37.2	58.7	39.4	25.7	29.7
53	22.65	1.4	201	35.8	64.7	37.5	25.7	29.6
54	10.75	0.4	87	33.3	68.1	34.3	25.5	29.3
55	11.05	0	62	31.8	72.9	32.9	25.2	29
56	9.45	-0.15	31	31.1	75.3	32	24.9	28.7
57	4	-1.95	12	30.4	78.3	30.5	24.5	28.2
58	2.85	-2.2	0	29.7	81	30.2	24.3	27.9
59	2.6	-1.7	0	29.2	82.1	29.9	24	27.5
60	0.8	-2.6	0	29	82.2	29.5	23.7	27.2
61	0.75	-2.15	0	28.5	84	29	23.5	26.9
62	1.2	-1.7	7	28.1	84.5	28.8	23.3	26.6
63	0.45	-1.9	6	27.9	84.8	28.6	23.1	26.4
64	1.1	-1.15	0	27.8	85.6	28.6	22.9	26.2
65	0.8	-1.95	12	27.7	86.1	28.5	22.8	26
66	0.95	-1.7	13	27.5	85.8	28.2	22.7	25.8
67	1.15	-2	0	27.5	85.5	28	22.6	25.6
68	1.05	-1.4	0	27.4	86.3	28	22.5	25.5
69	0.35	-2.4	0	27	87.8	27.5	22.4	25.4
70	1.15	-1.2	9	26.7	88.8	27.3	22.3	25.3
71	0.55	-1.65	0	26.8	89.2	27.3	22.2	25.2
72	0.4	-1.95	13	26.7	89.9	27.3	22.1	25.1
73	0.15	-1.3	13	26.8	90.7	27.3	22	24.9
74	0.35	-2	13	26.9	89.6	27.4	22	24.9
75	0.15	-1.35	0	26.8	90.6	27.4	21.9	24.8
76	0	-0.85	10	26.8	90.1	27.4	21.9	24.8
77	0.45	-1.45	13	26.8	90.3	27.4	21.9	24.7
78	2.65	-1.4	11	26.8	90	27.3	21.8	24.7
79	1.95	2.8	64	27.3	89.3	28.2	21.8	24.6
80	0.6	8.7	69	27.9	88.4	28.9	21.9	23.6
81	4.3	5	105	28.9	86.2	29.7	22.1	23.8
82	3.65	7.3	186	29.6	82.4	31.3	21.9	24.1
83	10.7	10.35	320	30.5	79.5	32.8	22	24.2
84	15.45	6.7	303	31.3	76.3	34.5	22	24.4
85	16.55	7.7	334	32	74.1	35.4	22.1	24.5
86	17.5	7.9	370	32.2	73.9	35.4	22.2	24.6
87	23.9	8.8	426	33	74	37	22.3	24.7
88	34.5	3.65	639	37.2	63.9	43	22.6	25.1
89	50.35	2.05	1191	38.1	59.3	43.8	22.9	25.3
90	46.6	1.45	1380	38.4	57.8	46.2	23.4	25.8
91	38.4	1.85	677	37.8	59.5	43.7	23.8	26.2
92	37.05	1.25	1140	38.5	54.6	46.6	24	26.5
93	44.6	2.05	1158	37.8	58.1	47.7	24	26.6
94	46	1.4	1323	38.3	56.6	45.5	24.3	26.9
95	44.1	1.55	839	38.7	53.8	45.1	24.4	27.1
96	55.7	1.3	1170	38.2	54.3	49.6	24.4	27.3
97	45.85	1.65	918	38.9	52.8	48.4	24.3	27.4
98	41.95	1.55	829	37.9	55.5	47.7	24.2	27.4
99	33.1	0.8	642	38.1	54.6	43.1	24.1	27.3
100	19.2	0.8	202	36.5	58	38.4	23.9	27.1
101	20.2	1.15	349	35.1	65.2	39.2	23.8	26.9
102	8.6	1.35	102	33.4	73.9	35	23.6	26.7
103	10.95	1.05	177	32.5	78.5	34	23.5	26.5
104	2.4	-0.35	65	32.5	81	33.2	23.4	26.3
105	3.5	-1.15	13	31.3	81.2	31.9	23.2	26.1
106	2.15	-2.8	11	30.6	82.8	31	23	25.9
107	1.9	-6.3	13	30.3	82.9	30.8	26.4	36
108	2.3	-3.75	0	29.9	81.3	30.2	26.9	38.4
109	1.75	-2.3	0	29.6	84.2	30.1	26.3	35.7
110	0.75	-2.3	0	29.3	84.7	29.7	26.1	32.8
111	1.25	-1.6	0	29.2	85.6	29.7	26	31.7
112	2.3	-2.4	13	29.1	83.2	29.5	25.9	31
113	1.2	-1.7	0	29	82.7	29.5	25.8	30.4
114	2.95	-1.6	0	29	81.4	29.3	25.7	30
115	3.2	-1.9	0	28.8	81.2	29.1	25.6	29.5
116	4.95	-2.05	0	28.6	81.9	28.8	25.5	29.2
117	1.3	-1.2	0	28.3	83.2	28.6	25.4	28.9
118	1.6	-1.6	0	28.1	83.9	28.5	25.4	28.6
119	2.15	-2.3	0	28	83.7	28.3	25.3	28.4
120	6.25	-1.95	2	27.9	84.1	28.1	25.2	28.2
121	1.8	-1.8	6	27.7	84	28	25.1	28
122	0.95	-2	0	27.4	85.8	27.8	25.1	27.9
123	0.5	-1.5	0	27.3	86.9	27.7	25	27.7
124	1.5	-2.05	0	27.4	86.4	27.9	24.9	27.6
125	0.65	-1.6	13	27.3	86.2	27.8	24.9	27.5
126	1.4	-1.05	13	27.4	85.8	27.5	24.8	27.4
127	0.25	0.7	37	27	87.4	27.9	24.8	27.3
128	2.4	6.5	105	27.8	84.7	29.8	24.7	27.2
130	16.7	10.25	289	31.5	73.3	37	28.5	32.5
131	20.15	13.45	279	32.4	72.2	36.3	29.4	32.6
132	29.85	13.8	346	33.5	69.4	38.7	29.2	31
133	44.7	12.75	823	34.8	64.4	38.8	29.2	30.5
134	55.2	12.55	1008	36.6	60	38.2	29.3	30.3
135	74	12.55	775	37	59.8	42.6	29.4	30.3
136	76.2	13.4	1273	39	53.1	40.2	29.6	30.4
137	99.35	12.65	1380	39.3	52.6	41.4	29.8	30.4
138	102.55	12.7	1380	39.8	47.1	43.2	30	30.6
139	86.4	13.45	1273	39	48.2	42.2	30	30.8
140	83.1	13.6	1117	38.7	48.4	43.1	30	30.9
141	79.4	13.35	1380	39	49.8	43.7	30	30.9
142	62.85	12.9	1348	38.6	51.2	41.9	29.9	30.9
143	59.45	12.25	1033	38.9	47.6	41.1	29.6	30.8
144	65.3	12.85	1095	38.2	52.2	44.7	29.4	30.7
145	57.7	11.5	854	37.5	53.3	41.8	29.1	30.5
146	58.85	11.9	818	37.7	52.6	42	28.7	30.4
147	59.35	12.6	650	37.3	55.5	40.2	28.4	30.2
148	50.4	11.05	416	36.8	57	39.1	28.2	29.9
149	36.3	7.5	254	35.8	64	37.9	28	29.7
150	15.45	4.15	153	34.7	68	36.1	27.8	29.5
151	16.55	2.55	100	33.8	68.5	34.8	27.5	29.4
152	10.05	-0.35	37	33	70	33.3	27.4	29.2
153	7.45	-1.75	14	31.9	76.5	32.1	27.2	29
154	4.6	-2.1	13	31.3	76	31.4	27	28.8
155	4.35	-2.05	9	30.8	77.6	30.8	26.8	28.6
156	4.35	-1.75	13	30.3	78.7	30.3	26.7	28.5
157	3.5	-2	0	30	79.3	30	26.6	28.4
158	1.4	-1.6	0	29.6	80.7	29.7	26.5	28.2
159	1.75	-1.65	13	29.2	82.1	29.4	26.4	28.1
160	1.95	-2	0	29	82.7	29	26.3	28
161	2.3	-1.85	13	29.1	82.5	29	26.2	27.9
162	1	-1.95	13	28.8	82.6	28.7	26.1	27.8
163	5.45	-1.35	0	28.4	83.9	28.3	26	27.8
164	0.65	-2.1	13	28	85	28	25.9	27.7
165	1.1	-1.55	13	27.6	86.4	27.7	25.9	27.6
166	0.05	-1.55	0	27.2	87.3	27.4	25.8	27.5
167	1.05	-1.8	9	27.1	86.8	27.4	25.7	27.4
168	0.4	-2.1	13	26.9	87.6	27.2	25.6	27.4
169	0.15	-1.4	0	26.7	88.1	27	25.5	27.3
170	0.35	-1.55	0	26.6	88.7	26.8	25.5	27.3
171	0.3	-1.55	9	26.4	88.8	26.9	25.4	27.2
172	0.95	-1.9	9	26.2	89.2	26.7	25.3	27.2
173	0.8	-2.25	11	26.2	88.6	26.7	25.3	27.1
174	0.35	-0.9	13	26.1	88.7	26.7	25.2	27
175	1.05	1.95	53	26.7	86.6	27.6	25.2	27
176	5.6	6.7	115	27.9	83.6	30.5	25.1	27
177	12.1	10.8	245	29.4	80.1	33.3	25.2	27
178	16.6	11	248	31.4	72.1	36.4	25.2	27
179	19.9	11.05	264	32	72.1	36.3	25.2	27.1
180	40.9	12	337	33.2	66.9	39.2	25.2	27.2
181	36.35	9.35	655	35.1	63.8	40.2	25.3	27.4
182	49.25	9.45	1006	36.8	51.3	38.7	25.5	27.5
183	57.55	7.8	1069	37.7	49.8	41.4	25.7	27.7
184	58.05	5.65	1245	38.5	50.1	41.3	25.9	28
185	57.85	8.4	1380	37.9	50.1	41.6	26.2	28.2
186	76.2	7.7	1380	37.9	49.4	42.2	26.4	28.5
187	66.25	7.3	1265	38.5	50.4	45	26.5	28.9
188	63.25	7.6	853	38.5	49.6	47.7	26.7	29.2
189	52.25	6.75	1380	38.3	49	45.6	26.7	29.4
190	67.05	6.15	1277	38.3	49.6	43.3	26.8	29.5
191	58.55	5.6	1276	39.3	46.5	44.4	26.7	29.7
192	58	5.2	969	39.7	46.6	48.1	26.6	29.7
193	52.2	4.95	923	39.2	46.6	45.5	26.3	29.7
194	53.6	6.2	880	38.5	45.8	44	26.1	29.5
195	42.15	5.05	685	38	47.6	43.2	25.9	29.4
196	39.5	4.8	341	37.2	49.6	40.3	25.7	29.1
197	29.8	4.2	365	36.7	51.8	40	25.5	28.9
198	31.8	3.1	231	35.8	55.7	37.9	25.3	28.7
199	20.65	0.85	91	34.6	61.3	35.4	25.2	28.4
200	10.9	1.15	55	33.2	64	33.7	25	28.2
201	7.65	-0.65	14	32.2	68.3	32	24.8	27.9
202	4.8	-1.2	0	31.1	72.1	31.2	24.6	27.8
203	5.65	-1.85	9	30.6	75	30.5	24.4	27.5
204	3.9	-2	0	30.1	76.9	30.1	24.3	27.3
205	7.85	-1	0	29.8	77.4	30	24.2	27.2
206	4.4	-1.15	0	29.7	76.8	29.6	24	27
207	5.75	-1.4	0	29.5	77	29.6	23.9	26.9
208	4.15	-0.7	0	29.8	74.7	29.7	23.8	26.7
209	4.45	-1.25	9	29.8	74.4	29.8	23.7	26.6
210	3.85	-1.25	13	29.4	75	29.6	23.6	26.4
211	3.65	-1.1	0	29.5	73.4	29.4	23.5	26.4
212	3.55	-1.45	0	29	75	28.6	23.4	26.2
213	2.8	-0.9	0	28.7	74.9	28.8	23.4	26.1
214	5.05	-1.15	0	28.2	77	28.2	23.3	26.1
215	1.45	-0.45	0	27.6	80.8	27.6	23.2	26
216	0.7	-1.05	0	27	82.9	26.9	23.1	25.9
217	0.75	-1.05	0	26.8	84.5	26.9	23	25.8
218	0.5	-1.15	13	26.3	86	26.8	23	25.7
219	0.15	-1.1	13	26.2	86.6	26.8	22.9	25.6
220	0.7	-0.9	0	26.2	86.7	26.7	22.8	25.5
221	0.4	-1.3	13	26.3	85.4	26.8	22.8	25.5
222	0.05	-0.2	13	26	86.5	26.5	22.7	25.4
223	2.3	2.2	48	26.4	85.7	27.8	22.7	25.4
224	3.2	5.9	105	27.5	82.9	30.6	22.7	25.3
225	12.45	8.8	245	29.3	78	33.9	22.7	25.4
226	15.5	8.75	233	31.4	71.6	37.5	22.8	25.4
227	15.3	8.25	270	32.1	70.1	38	22.8	25.4
228	27	8.95	340	33.7	61	40.2	22.9	25.6
229	37.95	7.7	569	34.7	61.4	40.4	23.1	25.7
230	27.1	5.95	958	36.1	59.5	40.3	23.4	25.9
231	38.25	4.55	1155	36.9	55.5	40.9	23.7	26.1
232	41.95	5.35	1165	37.1	54.3	40.9	24	26.4
233	48.2	4.55	1338	36.7	54.6	40.9	24.3	26.8
234	42.75	3.2	1273	38.5	49.1	43.3	24.6	27.1
235	42.55	2.8	1226	38.1	50.3	46.7	24.9	27.5
236	36	2.85	1136	38.2	50.7	49.8	25.2	27.9
237	36.2	2.7	1257	38.7	49.6	48.6	25.4	28.1
238	36.9	1.95	1174	38.3	50	46.3	25.5	28.3
239	33.1	2.5	1250	38.5	46.2	45.2	25.5	28.5
240	36.9	2.2	715	38.3	53.9	48.7	25.4	28.6
241	43.4	2	875	38.7	46.2	45.5	25.2	28.5
242	24.25	1.2	732	37.6	51.7	44.9	25	28.4
243	23.6	1.8	464	37.3	53.2	40.9	24.8	28.4
244	22.15	1.7	358	36.3	57.6	40	24.7	28.2
245	22.2	2.15	308	35.1	62.5	39.3	24.5	28
246	13	1.55	195	34.7	60.9	37.4	24.4	27.8
247	13.2	0.85	90	33.2	65.5	34.6	24.2	27.5
248	10.95	-0.05	46	32.5	67.5	33.4	24	27.3
249	5.35	-0.35	13	31.3	69.8	31.7	23.8	27.1
250	3.85	-2.4	0	30.3	74.5	30.5	23.6	26.9
251	0.65	-1.65	0	29.4	79.2	29.9	23.5	26.6
252	2.05	-1.9	0	29	82	29.6	23.3	26.4
253	1.35	-1.6	13	29	79.5	29.4	23.2	26.3
254	1.4	-1.25	13	28.8	80.6	28.9	23	26.1
255	2	-1.6	6	28.5	81.4	28.8	22.9	25.9
256	1.55	-1.45	0	28.5	81	29	22.8	25.8
257	0.55	-1.35	0	28.4	80.9	28.9	22.7	25.6
258	6.5	-0.85	11	28.6	78.3	28.7	22.6	25.5
259	2.45	-1.1	0	28.6	78	28.8	22.5	25.4
260	2.65	-1.25	0	28.5	78.3	28.9	22.4	25.3
261	1.9	-0.95	0	27.9	80.5	28.5	22.3	25.2
262	0.6	-1	0	27.8	81.9	28.2	22.3	25.1
263	1.4	-1.65	13	27.6	81.9	28.1	22.2	25
264	1	-1.2	0	27.6	80.7	27.9	22.2	24.9
265	1.45	-0.7	0	27.6	80.9	27.9	22	24.8
266	1.8	-0.65	13	27.6	79.8	27.8	22	24.7
267	1.3	-1.7	11	27.5	79.3	27.9	21.9	24.6
268	0.6	-1.15	0	27.2	82	27.6	21.9	24.5
269	0.75	-0.9	6	26.9	82.4	27.1	21.8	24.5
270	0.9	-0.95	10	26.6	84.4	27	21.8	24.4
271	0.7	1.4	38	26.7	84.7	27.5	21.8	24.3
272	1.8	4.3	108	27.8	83.3	29.8	21.7	24.3
273	5.1	5.5	177	29	77.6	31.2	21.8	24.3
274	8.95	7.8	214	29.7	74.9	32.3	21.8	24.4
275	16.2	6.75	290	31	72.7	35	21.8	24.4
276	19.7	8.3	388	32.7	66.5	39.4	21.9	24.5
277	17.65	6.25	536	34.2	65.4	40.2	22.2	24.7
278	23.2	4.35	685	35.2	62	39.7	22.4	24.8
279	25.65	4.7	778	36.1	59.1	42.2	22.6	25
280	22.35	2.9	435	35.6	57.3	39.3	22.8	25.3
281	22.15	2.35	602	36	58	40.4	22.8	25.4
282	18.65	2.85	648	35.1	59.9	40.7	22.9	25.5
283	17	3	535	35	59.1	39.9	22.9	25.5
284	16.95	3.35	450	35.2	57.7	39.3	23	25.6
285	21.05	2.5	749	35.2	56.8	42.3	23.1	25.7
286	19.55	2.75	579	35.5	55	40.9	23.2	25.9
287	15.95	2.05	467	34.9	57.9	39.3	23.2	25.9
288	20.25	2.5	747	35.5	55	41.9	23.2	26
289	17.8	1.7	575	35.8	56.4	41.9	23.1	26
290	18.7	1.75	388	35.1	55	38.6	23.1	26
291	17	1.2	364	35.7	54.8	39.9	23	25.9
292	16.5	0.95	195	33.9	59.6	36.7	23	25.9
293	11.15	0.8	147	33.8	60.7	35.6	22.8	25.7
294	5.25	0.5	121	33.1	68.1	34.6	22.7	25.6
295	3.1	1.8	56	32.5	73.1	33.7	22.7	25.5
296	2	-0.65	21	31.7	75.8	32.3	22.5	25.4
297	1.75	-0.75	13	30.9	78.5	31.4	22.4	25.3
298	0.95	-1.8	0	30.5	80.9	30.9	22.3	25.1
299	0.95	-1.5	0	29.9	81.4	30.3	22.2	24.9
300	4.3	-1.55	0	29.6	82.3	30	22.1	24.8
